Year,Mo,Dy,Name,Location,Country,Latitude,Longitude,Elevation (m),Type,VEI,Agent,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description
1990,11,25,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731.0,Stratovolcano,,m,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1991,06,03,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500.0,Complex volcano,1.0,P,43.0,1.0,,,,,,,,,43.0,1.0,,,,,,,,
1991,06,15,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486.0,Stratovolcano,6.0,"P,m,I",350.0,3.0,,,4.0,1.0,,3.0,,,800.0,3.0,,,4.0,1.0,,3.0,,
1991,07,03,Karthala,Indian O-W,Comoros,-11.75,43.38,2361.0,Shield volcano,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1991,08,08,"Hudson, Cerro",Chile-S,Chile,-45.9,-72.97,1905.0,Stratovolcano,5.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1991,10,24,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580.0,Stratovolcano,1.0,"T,P",1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1991,12,14,Etna,Italy,Italy,37.734,15.004000000000001,3350.0,Stratovolcano,2.0,,,,,,,,2.5,2.0,,,,,,,,,2.5,2.0,,
1992,01,21,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,2.0,M,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1992,03,18,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565.0,Complex volcano,,G,1.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,,2.0,1.0,,,,
1992,04,10,"Negro, Cerro",Nicaragua,Nicaragua,12.505999999999998,-86.70200000000001,728.0,Cinder cone,3.0,"T,I",11.0,1.0,,,50.0,1.0,3.0,2.0,,1.0,11.0,1.0,,,50.0,1.0,3.0,2.0,,1.0
1992,05,11,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,1.0,P,6.0,1.0,,,1.0,1.0,,,,,6.0,1.0,,,1.0,1.0,,,,
1992,07,05,Marapi,Sumatra,Indonesia,-0.381,100.473,2891.0,Complex volcano,2.0,T,1.0,1.0,,,5.0,1.0,,,,,1.0,1.0,,,5.0,1.0,,,,
1992,07,12,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486.0,Stratovolcano,1.0,m,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1992,09,17,Spurr,Alaska-SW,United States,61.3,-152.25,3374.0,Stratovolcano,4.0,I,1.0,1.0,,,,,2.0,2.0,,,1.0,1.0,,,,,2.0,2.0,,
1993,01,14,Galeras,Colombia,Colombia,1.22,-77.37,4276.0,Complex volcano,2.0,T,9.0,1.0,,,,,,,,,9.0,1.0,,,,,,,,
1993,01,21,Wurlali,Banda Sea,Indonesia,-7.125,128.675,868.0,Stratovolcano,,m,1.0,1.0,,,12.0,1.0,,,,,1.0,1.0,,,12.0,1.0,,,,
1993,02,02,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462.0,Stratovolcano,2.0,P,75.0,2.0,,,,,,,,,75.0,2.0,,,,,,,,
1993,03,12,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784.0,Stratovolcano,1.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1993,04,19,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,A,1.0,1.0,,,22.0,1.0,,,,,1.0,1.0,,,22.0,1.0,,,,
1993,06,13,Krakatau,Indonesia,Indonesia,-6.102,105.42299999999999,813.0,Caldera,1.0,T,1.0,1.0,,,5.0,1.0,,,,,1.0,1.0,,,5.0,1.0,,,,
1993,06,23,Unzen,Kyushu-Japan,Japan,32.75,130.3,1500.0,Complex volcano,1.0,P,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0
1993,06,26,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486.0,Stratovolcano,1.0,m,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1993,10,04,Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486.0,Stratovolcano,,m,14.0,1.0,,,,,,,,,14.0,1.0,,,,,,,,
1994,01,15,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361.0,Stratovolcano,3.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1994,02,03,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676.0,Stratovolcano,3.0,P,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
1994,05,29,Aso,Kyushu-Japan,Japan,32.88,131.1,1592.0,Caldera,1.0,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1994,06,06,Huila,Colombia,Colombia,2.92,-76.05,5365.0,Stratovolcano,,m,,,,,,,,,,,650.0,3.0,,,,,2.4,2.0,200.0,3.0
1994,09,19,Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688.0,Pyroclastic shield,3.0,T,4.0,1.0,,,,,86.0,4.0,,,4.0,1.0,,,,,86.0,4.0,,1.0
1994,11,03,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726.0,Stratovolcano,3.0,m,31.0,1.0,,,,,,,,,31.0,1.0,,,,,,,,
1994,11,22,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,3.0,,60.0,2.0,,,,,,,,,60.0,2.0,,,,,,,,
1995,02,04,Yasur,Vanuatu-SW Pacific,Vanuatu,-19.52,169.425,361.0,Stratovolcano,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1995,02,11,Yake-dake,Honshu-Japan,Japan,36.22,137.58,2455.0,Stratovolcano,1.0,T,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1995,04,02,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829.0,Stratovolcano,2.0,,,,,,20.0,1.0,,1.0,10.0,1.0,,,,,20.0,1.0,,1.0,10.0,1.0
1995,04,07,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552.0,Complex volcano,3.0,M,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0
1995,05,15,Kelimutu,Lesser Sunda Is,Indonesia,-8.758,121.83,1640.0,Complex volcano,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
1995,09,06,Parker,Mindanao-Philippines,Philippines,6.12,124.89200000000001,1824.0,Stratovolcano,,,60.0,2.0,,,,,,2.0,300.0,3.0,60.0,2.0,,,,,,2.0,300.0,3.0
1996,01,02,Karymsky,Kamchatka,Russia,54.05,159.43,1536.0,Stratovolcano,2.0,,,,,,,,,,,,,,,,,,,,,
1996,04,30,Popocatepetl,Mexico,Mexico,19.023,-98.62200000000001,5426.0,Stratovolcano,3.0,,5.0,1.0,,,,,,1.0,,,5.0,1.0,,,,,,1.0,,
1996,08,10,Kanlaon,Philippines-C,Philippines,10.412,123.132,2435.0,Stratovolcano,2.0,T,3.0,1.0,,,18.0,1.0,,,,,3.0,1.0,,,18.0,1.0,,,,
1996,09,27,Maderas,Nicaragua,Nicaragua,11.446,-85.515,1394.0,Stratovolcano,,m,6.0,1.0,,,,1.0,,,,,6.0,1.0,,,,1.0,,,,
1996,09,30,Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725.0,Caldera,3.0,,,,,,,,,1.0,,,,,,,,,,1.0,,
1996,12,03,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807.0,Stratovolcano,3.0,P,13.0,1.0,,,29.0,1.0,,,,,13.0,1.0,,,29.0,1.0,,,,
1997,01,14,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,2.0,,6.0,1.0,,,,1.0,,,,,6.0,1.0,,,,1.0,,,,
1997,04,17,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,1.0,P,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1997,06,25,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,3.0,P,22.0,1.0,1.0,,,,,,,,22.0,1.0,,,,,,,,
1997,07,12,Hakkoda Group,Honshu-Japan,Japan,40.65,140.88,1585.0,Stratovolcano,,G,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
1997,08,01,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,3.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,09,02,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676.0,Stratovolcano,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,09,15,Adatara,Honshu-Japan,Japan,37.62,140.28,1718.0,Stratovolcano,,G,4.0,1.0,,,,,,,,,4.0,1.0,,,,,,,,
1997,11,23,Aso,Kyushu-Japan,Japan,32.88,131.1,1592.0,Caldera,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1997,12,26,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
1998,04,28,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,L,1.0,1.0,,,,,,,,,,,,,,,,,,
1998,10,30,San Cristobal,Nicaragua,Nicaragua,12.702,-87.00399999999999,1745.0,Stratovolcano,,m,1620.0,4.0,,,,,,,,,1620.0,4.0,,,,,,,,
1999,01,20,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,3.0,,,,,,,,,,,,,,,,,,,,,
1999,05,21,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763.0,Stratovolcano,2.0,,,,,,,,,,,,,,,,,,,,,
1999,08,15,Shiveluch,Kamchatka,Russia,56.653,161.36,3283.0,Stratovolcano,4.0,,,,,,,,,1.0,,,,,,,,,,,,
1999,10,05,Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784.0,Stratovolcano,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
1999,10,16,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023.0,Stratovolcano,3.0,T,1.0,1.0,,,4.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,,
2000,06,27,Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815.0,Stratovolcano,2.0,,,,,,,,,1.0,,,1.0,1.0,,,,3.0,,1.0,,
2000,07,27,Semeru,Java,Indonesia,-8.107999999999999,112.92,3676.0,Stratovolcano,3.0,T,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2000,08,23,Arenal,Costa Rica,Costa Rica,10.463,-84.70299999999999,1657.0,Stratovolcano,3.0,P,2.0,1.0,,,1.0,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,
2000,11,03,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,G,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2001,05,14,Etna,Italy,Italy,37.734,15.004000000000001,3350.0,Stratovolcano,3.0,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
2001,07,26,Etna,Italy,Italy,37.734,15.004000000000001,3350.0,Stratovolcano,2.0,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2001,08,05,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,2.0,P,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2001,10,20,Stromboli,Italy,Italy,38.789,15.213,926.0,Stratovolcano,2.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2002,01,03,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,3.0,M,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2002,01,17,Nyiragongo,Africa-C,"Congo, DRC",-1.52,29.25,3470.0,Stratovolcano,1.0,,100.0,2.0,,,400.0,3.0,,3.0,,3.0,100.0,2.0,,,,3.0,,3.0,,3.0
2002,08,28,Etna,Italy,Italy,37.734,15.004000000000001,3350.0,Stratovolcano,3.0,,,,,,32.0,1.0,,2.0,,2.0,,,,,32.0,1.0,,2.0,,2.0
2002,11,03,Reventador,Ecuador,Ecuador,-0.078,-77.656,3562.0,Stratovolcano,4.0,I,,1.0,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,1.0,,1.0
2002,12,30,Stromboli,Italy,Italy,38.789,15.213,926.0,Stratovolcano,,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,1.0,,1.0
2003,07,12,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,3.0,,,,,,,,,,,,,,,,,,,,,
2004,01,29,Egon,Lesser Sunda Is,Indonesia,-8.67,122.45,1703.0,Stratovolcano,1.0,T,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2004,06,08,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329.0,Stratovolcano,2.0,T,2.0,1.0,,,5.0,1.0,,,,,,,,,,,,,,
2004,10,24,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807.0,Stratovolcano,4.0,T,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
2005,01,27,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807.0,Stratovolcano,4.0,T,1.0,1.0,,,14.0,1.0,,,,,1.0,1.0,,,14.0,1.0,,,,
2005,10,01,Santa Ana,El Salvador,El Salvador,13.853,-89.63,2365.0,Stratovolcano,3.0,A,2.0,1.0,,,,1.0,,,,,2.0,1.0,,,,1.0,,,,
2005,11,24,Karthala,Indian O-W,Comoros,-11.75,43.38,2361.0,Shield volcano,,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,
2006,03,17,Raoul Island,Kermadec Is,New Zealand,-29.27,-177.92,516.0,Stratovolcano,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,05,20,Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915.0,Stratovolcano,2.0,P,,,,,,,,,,,,,,,,,,,,
2006,06,07,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565.0,Stratovolcano,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,06,14,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,1.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2006,07,18,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023.0,Stratovolcano,3.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2006,08,17,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023.0,Stratovolcano,3.0,T,5.0,1.0,,2.0,13.0,1.0,,3.0,,3.0,6.0,1.0,,2.0,,2.0,,3.0,,3.0
2006,11,30,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462.0,Stratovolcano,1.0,m,1266.0,4.0,,,,,,1.0,,,1266.0,4.0,,,,,,1.0,,
2007,04,18,Huila,Colombia,Colombia,2.92,-76.05,5365.0,Stratovolcano,,,,,,,,,,2.0,,1.0,,,,,,,,2.0,,1.0
2007,05,19,Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140.0,Stratovolcano,1.0,"A,W",,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2007,07,07,Salak,Java,Indonesia,-6.72,106.73,2211.0,Stratovolcano,,G,6.0,1.0,,,,,,,,,6.0,1.0,,,,,,,,
2007,09,30,"Tair, Jebel at",Red Sea,Yemen,15.7,41.742,244.0,Stratovolcano,,,7.0,1.0,,,1.0,1.0,,,,,7.0,1.0,,,,1.0,,,,
2008,05,02,Chaiten,Chile-S,Chile,-42.833,-72.646,962.0,Caldera,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2008,08,08,Kasatochi,Aleutian Is,United States,52.18,-175.5,314.0,Stratovolcano,3.0,,,,,,,,,,,,,,,,,,,,,
2008,08,22,Tungurahua,Ecuador,Ecuador,-1.4669999999999999,-78.442,5023.0,Stratovolcano,3.0,M,2.0,1.0,,,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,,,2.0,1.0,,1.0,2.0,1.0
2008,11,20,Huila,Colombia,Colombia,2.92,-76.05,5365.0,Stratovolcano,,,10.0,1.0,,1.0,,1.0,,,,,10.0,1.0,,1.0,,1.0,,,,
2009,03,23,Redoubt,Alaska-SW,United States,60.48,-152.75,3108.0,Stratovolcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2009,11,30,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,,,,,,,,,2.0,,,,,,,,,,2.0,,
2010,03,31,Eyjafjallajokull,Iceland-S,Iceland,63.63,-19.62,1666.0,Stratovolcano,2.0,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2010,05,27,Pacaya,Guatemala,Guatemala,14.380999999999998,-90.601,2552.0,Complex volcano,1.0,T,1.0,1.0,3.0,1.0,,,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,1.0,3.0,1.0
2010,05,29,Sarigan,Mariana Is-C Pacific,United States,16.708,145.78,538.0,Stratovolcano,,,,,,,,,,,,,,,,,,,,,,
2010,08,06,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,3.0,,4.0,1.0,,,5.0,1.0,,,,1.0,4.0,1.0,,,5.0,1.0,,,,1.0
2010,08,30,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
2010,10,26,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,,,367.0,3.0,,,277.0,3.0,600.0,4.0,,3.0,367.0,3.0,,,277.0,3.0,600.0,4.0,,3.0
2010,12,28,Tengger Caldera,Java,Indonesia,-7.942,112.95,2329.0,Stratovolcano,,,,,,,,,,1.0,,,,,,,,,,,,
2011,01,03,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,,M,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,
2011,01,28,Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700.0,Shield volcano,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,
2011,02,23,Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565.0,Stratovolcano,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2011,03,18,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2011,06,04,Puyehue,Chile-C,Chile,-40.59,-72.117,2236.0,Stratovolcano,4.0,,,,,,,,,2.0,,,,,,,,,,2.0,,
2011,06,22,Nabro,Africa-NE,Eritrea,13.37,41.7,2218.0,Stratovolcano,3.0,,31.0,1.0,,,,3.0,,1.0,,,31.0,1.0,,,,3.0,,1.0,,
2011,07,09,Katla,Iceland-S,Iceland,63.63,-19.05,1512.0,Subglacial volcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2011,07,17,Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580.0,Stratovolcano,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2011,12,27,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715.0,Stratovolcano,3.0,m,4.0,1.0,,,,1.0,,,,,4.0,1.0,,,,1.0,,,,
2012,02,10,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,,,,,,,,,2.0,,,,,,,,,,2.0,,
2012,03,02,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,L,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
2012,12,12,Tolbachik,Kamchatka,Russia,55.83,160.33,3682.0,Shield volcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,02,12,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,,M,1.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,
2013,05,07,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462.0,Stratovolcano,,,5.0,1.0,,,8.0,1.0,,,,,5.0,1.0,,,8.0,1.0,,,,
2013,08,10,Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875.0,Stratovolcano,3.0,,5.0,1.0,,,,,,,,,5.0,1.0,,,,,,,,
2013,09,01,Ubinas,Peru,Peru,-16.355,-70.903,5672.0,Stratovolcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,09,04,Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117.0,Stratovolcano,,,,,,,,,,1.0,,,,,,,,,,1.0,,
2013,09,15,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,
2013,12,13,Okataina,New Zealand,New Zealand,-38.12,176.5,1111.0,Lava dome,,G,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2014,02,01,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,,17.0,1.0,,,3.0,1.0,,1.0,,2.0,17.0,1.0,,,3.0,1.0,,1.0,,2.0
2014,02,13,Kelut,Java,Indonesia,-7.93,112.30799999999999,1731.0,Stratovolcano,,,7.0,1.0,,,,,,3.0,4098.0,4.0,7.0,1.0,,,,,,3.0,4098.0,4.0
2014,09,27,On-take,Honshu-Japan,Japan,35.9,137.48,3063.0,Complex volcano,3.0,,55.0,2.0,,,70.0,2.0,,,,,55.0,2.0,,,70.0,2.0,,,,
2014,11,10,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,,,,,,,,,14.5,3.0,1.0,1.0,,,,,,,14.5,3.0,1.0,1.0
2014,11,23,Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829.0,Stratovolcano,,,,,,,,,,2.0,230.0,3.0,,,,,,,,2.0,230.0,3.0
2014,12,18,Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715.0,Stratovolcano,,,1.0,1.0,,,4.0,1.0,,,,,1.0,1.0,,,4.0,1.0,,,,
2015,02,20,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2015,04,22,Calbuco,Chile-S,Chile,-41.326,-72.61399999999999,2003.0,Stratovolcano,,,,,,,,,,2.0,,2.0,,,,,,,,2.0,,2.0
2015,05,07,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784.0,Stratovolcano,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
2015,07,31,Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807.0,Stratovolcano,2.0,,,,,,2.0,1.0,,1.0,,,,,,,2.0,1.0,,1.0,,
2015,10,16,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,M,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,
2016,05,09,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,,1.0,1.0,,,4.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,,
2016,05,21,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,,7.0,1.0,,,3.0,1.0,100.0,4.0,,,7.0,1.0,,,3.0,1.0,100.0,4.0,,
2016,06,09,Yellowstone,US-Wyoming,United States,44.43,-110.67,2805.0,Caldera,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
2016,09,27,Rinjani,Lesser Sunda Is,Indonesia,-8.42,116.47,3726.0,Stratovolcano,,,,,44.0,1.0,,,,,,,,,44.0,1.0,,,,,,
2016,10,08,Aso,Kyushu-Japan,Japan,32.88,131.1,1592.0,Caldera,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2017,03,15,Etna,Italy,Italy,37.734,15.004000000000001,3350.0,Stratovolcano,,P,,,,,10.0,1.0,,,,,,,,,10.0,1.0,,,,
2017,04,13,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,2.0,P,,,,,,,,1.0,,2.0,,,,,,,,1.0,,2.0
2017,06,06,Fuego,Guatemala,Guatemala,14.472999999999999,-90.88,3763.0,Stratovolcano,2.0,P,,,,,,,,2.0,,,,,,,,,,2.0,,
2017,07,01,Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565.0,Complex volcano,,,8.0,1.0,,,11.0,1.0,,,,,8.0,1.0,,,11.0,1.0,,,,
2017,09,12,Campi Flegrei,Italy,Italy,40.827,14.139000000000001,458.0,Caldera,,,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,
2017,09,23,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496.0,Shield volcano,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2017,12,18,Merapi,Java,Indonesia,-7.542000000000001,110.44200000000001,2947.0,Stratovolcano,,A,8.0,1.0,,,8.0,1.0,,,,,8.0,1.0,,,8.0,1.0,,,,
2017,12,27,Sinabung,Sumatra,Indonesia,3.17,98.39200000000001,2460.0,Stratovolcano,,T,,,,,,,,2.0,,,,,,,,,,2.0,,
2018,01,05,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365.0,Stratovolcano,,T,,,,,,,,1.0,,,,,,,,,,1.0,,
2018,01,13,Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462.0,Stratovolcano,,"T,P",,,,,1972.0,4.0,3.5639999999999996,2.0,,,,,,,1972.0,4.0,3.5639999999999996,2.0,,
2018,01,23,Kusatsu-Shirane,Honshu-Japan,Japan,36.62,138.55,2176.0,Stratovolcano,,T,1.0,1.0,,,11.0,1.0,,1.0,,,1.0,1.0,,,11.0,1.0,,1.0,,
2018,02,01,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,1.0,G,1.0,1.0,,,3.0,1.0,,,,,1.0,1.0,,,3.0,1.0,,,,
2018,02,09,Kadovar,New Guinea-NE of,Papua New Guinea,-3.62,144.62,365.0,Stratovolcano,,W,,,,,,,,,,,,,,,,,,,,
2018,03,21,Ijen,Java,Indonesia,-8.058,114.242,2799.0,Stratovolcano,,G,,,,,30.0,1.0,,,,,,,,,30.0,1.0,,,,
2018,03,30,Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496.0,Shield volcano,3.0,"T,G,M",4.0,1.0,,,,,,2.0,,1.0,4.0,1.0,,,,,,2.0,,1.0
2018,04,28,Kilauea,Hawaiian Is,United States,19.425,-155.292,1222.0,Shield volcano,1.0,L,,,,,1.0,1.0,370.0,4.0,716.0,3.0,,,,,1.0,1.0,370.0,4.0,716.0,3.0
